# Intensity Error [0.167H,0.167H,0] DeltaE
#  shape: 17x70
6.853664e-02 5.412243e-02 4.500000e-01 2.450000e+00
5.080833e-02 4.482169e-02 4.500000e-01 2.550000e+00
4.987036e-02 5.012947e-02 4.500000e-01 2.650000e+00
6.636002e-02 5.243854e-02 4.500000e-01 2.750000e+00
1.809103e-01 5.925735e-02 4.500000e-01 2.850000e+00
1.471378e-01 5.887914e-02 4.500000e-01 2.950000e+00
1.295348e-01 5.116925e-02 4.500000e-01 3.050000e+00
1.932472e-01 6.029275e-02 4.500000e-01 3.150000e+00
1.116890e-01 5.303939e-02 4.500000e-01 3.250000e+00
1.248145e-01 4.934974e-02 4.500000e-01 3.350000e+00
2.439274e-01 6.467566e-02 4.500000e-01 3.450000e+00
3.622080e-01 7.876842e-02 4.500000e-01 3.550000e+00
2.938900e-01 7.588228e-02 4.500000e-01 3.650000e+00
1.898883e-01 1.000700e-01 4.500000e-01 3.750000e+00
2.351038e-01 1.357389e-01 4.500000e-01 3.850000e+00
0.000000e+00 0.000000e+00 4.500000e-01 3.950000e+00
nan nan 4.500000e-01 4.050000e+00
nan nan 4.500000e-01 4.150000e+00
nan nan 4.500000e-01 4.250000e+00
nan nan 4.500000e-01 4.350000e+00
nan nan 4.500000e-01 4.450000e+00
nan nan 4.500000e-01 4.550000e+00
nan nan 4.500000e-01 4.650000e+00
nan nan 4.500000e-01 4.750000e+00
nan nan 4.500000e-01 4.850000e+00
nan nan 4.500000e-01 4.950000e+00
nan nan 4.500000e-01 5.050000e+00
nan nan 4.500000e-01 5.150000e+00
nan nan 4.500000e-01 5.250000e+00
nan nan 4.500000e-01 5.350000e+00
nan nan 4.500000e-01 5.450000e+00
nan nan 4.500000e-01 5.550000e+00
nan nan 4.500000e-01 5.650000e+00
nan nan 4.500000e-01 5.750000e+00
nan nan 4.500000e-01 5.850000e+00
nan nan 4.500000e-01 5.950000e+00
nan nan 4.500000e-01 6.050000e+00
nan nan 4.500000e-01 6.150000e+00
nan nan 4.500000e-01 6.250000e+00
nan nan 4.500000e-01 6.350000e+00
nan nan 4.500000e-01 6.450000e+00
nan nan 4.500000e-01 6.550000e+00
nan nan 4.500000e-01 6.650000e+00
nan nan 4.500000e-01 6.750000e+00
nan nan 4.500000e-01 6.850000e+00
nan nan 4.500000e-01 6.950000e+00
3.550855e+01 8.502769e-01 5.100000e-01 5.000000e-02
9.743657e+00 4.419195e-01 5.100000e-01 1.500000e-01
1.764373e+00 1.849568e-01 5.100000e-01 2.500000e-01
7.122930e-01 1.232763e-01 5.100000e-01 3.500000e-01
6.538093e-01 1.121276e-01 5.100000e-01 4.500000e-01
4.407845e-01 9.581620e-02 5.100000e-01 5.500000e-01
2.479675e-01 7.865907e-02 5.100000e-01 6.500000e-01
2.477190e-01 6.870511e-02 5.100000e-01 7.500000e-01
3.810790e-02 4.658032e-02 5.100000e-01 8.500000e-01
1.896668e-02 3.282563e-02 5.100000e-01 9.500000e-01
1.325374e-01 5.673727e-02 5.100000e-01 1.050000e+00
-3.772408e-02 4.609132e-02 5.100000e-01 1.150000e+00
1.122747e-01 5.297000e-02 5.100000e-01 1.250000e+00
-1.883957e-02 6.717791e-02 5.100000e-01 1.350000e+00
1.112561e-01 6.937290e-02 5.100000e-01 1.450000e+00
9.218195e-02 4.122506e-02 5.100000e-01 1.550000e+00
1.470776e-01 5.199988e-02 5.100000e-01 1.650000e+00
-7.416294e-05 3.657366e-02 5.100000e-01 1.750000e+00
9.094792e-02 4.815591e-02 5.100000e-01 1.850000e+00
3.653914e-02 5.731484e-02 5.100000e-01 1.950000e+00
5.385300e-02 4.018043e-02 5.100000e-01 2.050000e+00
-1.790123e-02 4.013248e-02 5.100000e-01 2.150000e+00
7.100667e-02 4.356342e-02 5.100000e-01 2.250000e+00
5.281115e-02 4.647839e-02 5.100000e-01 2.350000e+00
1.039404e-01 4.243364e-02 5.100000e-01 2.450000e+00
1.030405e-01 4.206625e-02 5.100000e-01 2.550000e+00
6.774071e-02 4.153756e-02 5.100000e-01 2.650000e+00
1.682884e-01 5.830854e-02 5.100000e-01 2.750000e+00
1.842225e-01 6.032822e-02 5.100000e-01 2.850000e+00
2.290248e-01 6.542537e-02 5.100000e-01 2.950000e+00
9.765148e-02 3.986630e-02 5.100000e-01 3.050000e+00
9.713789e-02 5.610465e-02 5.100000e-01 3.150000e+00
1.938417e-01 6.456228e-02 5.100000e-01 3.250000e+00
1.912964e-01 5.522281e-02 5.100000e-01 3.350000e+00
2.625074e-01 7.080643e-02 5.100000e-01 3.450000e+00
3.024820e-01 7.404615e-02 5.100000e-01 3.550000e+00
3.195195e-01 7.599108e-02 5.100000e-01 3.650000e+00
2.108799e-01 8.242392e-02 5.100000e-01 3.750000e+00
2.664694e-01 1.065021e-01 5.100000e-01 3.850000e+00
5.035903e-01 1.853305e-01 5.100000e-01 3.950000e+00
3.052239e-01 3.052239e-01 5.100000e-01 4.050000e+00
nan nan 5.100000e-01 4.150000e+00
nan nan 5.100000e-01 4.250000e+00
nan nan 5.100000e-01 4.350000e+00
nan nan 5.100000e-01 4.450000e+00
nan nan 5.100000e-01 4.550000e+00
nan nan 5.100000e-01 4.650000e+00
nan nan 5.100000e-01 4.750000e+00
nan nan 5.100000e-01 4.850000e+00
nan nan 5.100000e-01 4.950000e+00
nan nan 5.100000e-01 5.050000e+00
nan nan 5.100000e-01 5.150000e+00
nan nan 5.100000e-01 5.250000e+00
nan nan 5.100000e-01 5.350000e+00
nan nan 5.100000e-01 5.450000e+00
nan nan 5.100000e-01 5.550000e+00
nan nan 5.100000e-01 5.650000e+00
nan nan 5.100000e-01 5.750000e+00
nan nan 5.100000e-01 5.850000e+00
nan nan 5.100000e-01 5.950000e+00
nan nan 5.100000e-01 6.050000e+00
nan nan 5.100000e-01 6.150000e+00
nan nan 5.100000e-01 6.250000e+00
nan nan 5.100000e-01 6.350000e+00
nan nan 5.100000e-01 6.450000e+00
nan nan 5.100000e-01 6.550000e+00
nan nan 5.100000e-01 6.650000e+00
nan nan 5.100000e-01 6.750000e+00
nan nan 5.100000e-01 6.850000e+00
nan nan 5.100000e-01 6.950000e+00
3.454550e+01 8.794461e-01 5.700000e-01 5.000000e-02
8.538897e+00 4.306052e-01 5.700000e-01 1.500000e-01
1.762057e+00 1.910775e-01 5.700000e-01 2.500000e-01
9.657797e-01 1.461710e-01 5.700000e-01 3.500000e-01
4.639991e-01 9.471366e-02 5.700000e-01 4.500000e-01
4.433451e-01 1.038078e-01 5.700000e-01 5.500000e-01
1.346902e-01 6.378263e-02 5.700000e-01 6.500000e-01
4.206288e-01 9.367605e-02 5.700000e-01 7.500000e-01
1.527050e-01 6.035926e-02 5.700000e-01 8.500000e-01
5.700294e-02 3.291067e-02 5.700000e-01 9.500000e-01
5.674617e-02 4.235848e-02 5.700000e-01 1.050000e+00
1.885901e-02 4.240717e-02 5.700000e-01 1.150000e+00
3.760792e-02 3.775167e-02 5.700000e-01 1.250000e+00
1.127636e-01 5.937745e-02 5.700000e-01 1.350000e+00
-1.862404e-02 4.185799e-02 5.700000e-01 1.450000e+00
1.299258e-01 8.109607e-02 5.700000e-01 1.550000e+00
1.479210e-01 6.406552e-02 5.700000e-01 1.650000e+00
1.291024e-01 5.530423e-02 5.700000e-01 1.750000e+00
3.648089e-02 5.175686e-02 5.700000e-01 1.850000e+00
2.647321e-04 4.467759e-02 5.700000e-01 1.950000e+00
7.277336e-02 5.130068e-02 5.700000e-01 2.050000e+00
5.380599e-02 4.026688e-02 5.700000e-01 2.150000e+00
8.950685e-02 4.002879e-02 5.700000e-01 2.250000e+00
1.777391e-02 5.335036e-02 5.700000e-01 2.350000e+00
1.763791e-01 6.109002e-02 5.700000e-01 2.450000e+00
1.048375e-01 4.938662e-02 5.700000e-01 2.550000e+00
1.388203e-01 5.491703e-02 5.700000e-01 2.650000e+00
8.575163e-02 5.140960e-02 5.700000e-01 2.750000e+00
3.345466e-02 4.759836e-02 5.700000e-01 2.850000e+00
1.159793e-01 4.975934e-02 5.700000e-01 2.950000e+00
1.646548e-01 5.701267e-02 5.700000e-01 3.050000e+00
1.310974e-01 6.934870e-02 5.700000e-01 3.150000e+00
1.138653e-01 5.393471e-02 5.700000e-01 3.250000e+00
1.123325e-01 4.819414e-02 5.700000e-01 3.350000e+00
2.382418e-01 7.606906e-02 5.700000e-01 3.450000e+00
1.384574e-01 6.714197e-02 5.700000e-01 3.550000e+00
2.695182e-01 7.335902e-02 5.700000e-01 3.650000e+00
3.566445e-01 7.859484e-02 5.700000e-01 3.750000e+00
4.735109e-01 9.933459e-02 5.700000e-01 3.850000e+00
2.973600e-01 8.871912e-02 5.700000e-01 3.950000e+00
2.614839e-01 1.235450e-01 5.700000e-01 4.050000e+00
3.158886e-01 2.233670e-01 5.700000e-01 4.150000e+00
0.000000e+00 0.000000e+00 5.700000e-01 4.250000e+00
nan nan 5.700000e-01 4.350000e+00
nan nan 5.700000e-01 4.450000e+00
nan nan 5.700000e-01 4.550000e+00
nan nan 5.700000e-01 4.650000e+00
nan nan 5.700000e-01 4.750000e+00
nan nan 5.700000e-01 4.850000e+00
nan nan 5.700000e-01 4.950000e+00
nan nan 5.700000e-01 5.050000e+00
nan nan 5.700000e-01 5.150000e+00
nan nan 5.700000e-01 5.250000e+00
nan nan 5.700000e-01 5.350000e+00
nan nan 5.700000e-01 5.450000e+00
nan nan 5.700000e-01 5.550000e+00
nan nan 5.700000e-01 5.650000e+00
nan nan 5.700000e-01 5.750000e+00
nan nan 5.700000e-01 5.850000e+00
nan nan 5.700000e-01 5.950000e+00
nan nan 5.700000e-01 6.050000e+00
nan nan 5.700000e-01 6.150000e+00
nan nan 5.700000e-01 6.250000e+00
nan nan 5.700000e-01 6.350000e+00
nan nan 5.700000e-01 6.450000e+00
nan nan 5.700000e-01 6.550000e+00
nan nan 5.700000e-01 6.650000e+00
nan nan 5.700000e-01 6.750000e+00
nan nan 5.700000e-01 6.850000e+00
nan nan 5.700000e-01 6.950000e+00
3.127504e+01 8.751916e-01 6.300000e-01 5.000000e-02
8.444989e+00 4.432476e-01 6.300000e-01 1.500000e-01
1.917355e+00 2.079146e-01 6.300000e-01 2.500000e-01
8.755760e-01 1.414073e-01 6.300000e-01 3.500000e-01
5.430215e-01 1.082999e-01 6.300000e-01 4.500000e-01
4.693623e-01 1.071178e-01 6.300000e-01 5.500000e-01
2.706204e-01 8.642041e-02 6.300000e-01 6.500000e-01
1.159594e-01 6.688388e-02 6.300000e-01 7.500000e-01
9.592094e-02 5.082497e-02 6.300000e-01 8.500000e-01
1.531400e-01 5.414331e-02 6.300000e-01 9.500000e-01
-1.352963e-06 4.679175e-02 6.300000e-01 1.050000e+00
-1.854662e-04 3.808488e-02 6.300000e-01 1.150000e+00
-1.888800e-02 3.281769e-02 6.300000e-01 1.250000e+00
-1.467689e-04 2.677352e-02 6.300000e-01 1.350000e+00
3.764351e-02 2.661801e-02 6.300000e-01 1.450000e+00
9.776658e-06 4.608835e-02 6.300000e-01 1.550000e+00
5.620107e-02 6.196888e-02 6.300000e-01 1.650000e+00
7.448717e-02 7.433733e-02 6.300000e-01 1.750000e+00
3.695408e-02 5.844047e-02 6.300000e-01 1.850000e+00
-4.885361e-05 5.202767e-02 6.300000e-01 1.950000e+00
1.828247e-02 4.084106e-02 6.300000e-01 2.050000e+00
9.077834e-02 6.019473e-02 6.300000e-01 2.150000e+00
7.250396e-02 5.122146e-02 6.300000e-01 2.250000e+00
3.582806e-02 5.070238e-02 6.300000e-01 2.350000e+00
7.132824e-02 4.365722e-02 6.300000e-01 2.450000e+00
-3.554018e-02 3.559069e-02 6.300000e-01 2.550000e+00
7.077515e-02 5.586885e-02 6.300000e-01 2.650000e+00
8.678234e-02 5.748787e-02 6.300000e-01 2.750000e+00
1.880122e-01 6.166589e-02 6.300000e-01 2.850000e+00
1.669533e-02 3.775234e-02 6.300000e-01 2.950000e+00
3.342869e-02 4.066828e-02 6.300000e-01 3.050000e+00
1.836029e-01 6.464098e-02 6.300000e-01 3.150000e+00
2.121485e-01 6.318795e-02 6.300000e-01 3.250000e+00
4.875749e-02 3.626541e-02 6.300000e-01 3.350000e+00
1.936202e-01 5.589360e-02 6.300000e-01 3.450000e+00
3.330361e-01 7.604770e-02 6.300000e-01 3.550000e+00
2.742328e-01 7.774738e-02 6.300000e-01 3.650000e+00
4.617748e-01 9.058848e-02 6.300000e-01 3.750000e+00
1.602582e-01 6.687546e-02 6.300000e-01 3.850000e+00
1.542992e-01 6.558330e-02 6.300000e-01 3.950000e+00
1.821119e-01 8.349217e-02 6.300000e-01 4.050000e+00
1.796581e-01 1.079680e-01 6.300000e-01 4.150000e+00
1.061839e-01 1.859529e-01 6.300000e-01 4.250000e+00
0.000000e+00 0.000000e+00 6.300000e-01 4.350000e+00
nan nan 6.300000e-01 4.450000e+00
nan nan 6.300000e-01 4.550000e+00
nan nan 6.300000e-01 4.650000e+00
nan nan 6.300000e-01 4.750000e+00
nan nan 6.300000e-01 4.850000e+00
nan nan 6.300000e-01 4.950000e+00
nan nan 6.300000e-01 5.050000e+00
nan nan 6.300000e-01 5.150000e+00
nan nan 6.300000e-01 5.250000e+00
nan nan 6.300000e-01 5.350000e+00
nan nan 6.300000e-01 5.450000e+00
nan nan 6.300000e-01 5.550000e+00
nan nan 6.300000e-01 5.650000e+00
nan nan 6.300000e-01 5.750000e+00
nan nan 6.300000e-01 5.850000e+00
nan nan 6.300000e-01 5.950000e+00
nan nan 6.300000e-01 6.050000e+00
nan nan 6.300000e-01 6.150000e+00
nan nan 6.300000e-01 6.250000e+00
nan nan 6.300000e-01 6.350000e+00
nan nan 6.300000e-01 6.450000e+00
nan nan 6.300000e-01 6.550000e+00
nan nan 6.300000e-01 6.650000e+00
nan nan 6.300000e-01 6.750000e+00
nan nan 6.300000e-01 6.850000e+00
nan nan 6.300000e-01 6.950000e+00
3.153463e+01 9.054371e-01 6.900000e-01 5.000000e-02
8.330027e+00 4.585522e-01 6.900000e-01 1.500000e-01
1.821626e+00 2.103437e-01 6.900000e-01 2.500000e-01
6.440422e-01 1.259992e-01 6.900000e-01 3.500000e-01
4.161770e-01 9.547777e-02 6.900000e-01 4.500000e-01
4.563257e-01 1.057336e-01 6.900000e-01 5.500000e-01
3.032153e-01 8.806355e-02 6.900000e-01 6.500000e-01
1.575451e-01 6.228019e-02 6.900000e-01 7.500000e-01
1.966006e-01 7.854619e-02 6.900000e-01 8.500000e-01
1.178483e-01 4.811148e-02 6.900000e-01 9.500000e-01
3.930880e-02 4.794164e-02 6.900000e-01 1.050000e+00
5.853798e-02 4.358895e-02 6.900000e-01 1.150000e+00
3.888683e-02 4.761996e-02 6.900000e-01 1.250000e+00
9.691915e-02 4.334363e-02 6.900000e-01 1.350000e+00
-3.858977e-02 4.731297e-02 6.900000e-01 1.450000e+00
6.416351e-05 2.720447e-02 6.900000e-01 1.550000e+00
3.820197e-02 3.813173e-02 6.900000e-01 1.650000e+00
3.811085e-02 4.642096e-02 6.900000e-01 1.750000e+00
9.421760e-02 6.252870e-02 6.900000e-01 1.850000e+00
1.116784e-01 6.464399e-02 6.900000e-01 1.950000e+00
7.417856e-02 3.708938e-02 6.900000e-01 2.050000e+00
1.839374e-02 3.188511e-02 6.900000e-01 2.150000e+00
-1.854794e-02 4.835411e-02 6.900000e-01 2.250000e+00
7.258457e-02 3.629243e-02 6.900000e-01 2.350000e+00
8.999384e-02 4.767609e-02 6.900000e-01 2.450000e+00
8.959263e-02 4.006734e-02 6.900000e-01 2.550000e+00
-3.549250e-02 2.509703e-02 6.900000e-01 2.650000e+00
-1.105978e-04 4.305682e-02 6.900000e-01 2.750000e+00
1.219469e-01 4.609194e-02 6.900000e-01 2.850000e+00
5.161886e-02 4.568908e-02 6.900000e-01 2.950000e+00
1.022516e-01 4.819336e-02 6.900000e-01 3.050000e+00
3.360929e-02 4.135176e-02 6.900000e-01 3.150000e+00
6.628360e-02 4.054231e-02 6.900000e-01 3.250000e+00
4.941699e-02 4.342693e-02 6.900000e-01 3.350000e+00
1.627426e-01 6.515251e-02 6.900000e-01 3.450000e+00
2.430550e-01 6.683849e-02 6.900000e-01 3.550000e+00
2.845161e-01 7.408695e-02 6.900000e-01 3.650000e+00
4.722943e-01 9.013669e-02 6.900000e-01 3.750000e+00
3.254229e-01 7.833949e-02 6.900000e-01 3.850000e+00
2.444946e-01 7.480481e-02 6.900000e-01 3.950000e+00
1.775678e-01 6.275120e-02 6.900000e-01 4.050000e+00
7.350227e-02 6.875990e-02 6.900000e-01 4.150000e+00
1.832644e-01 8.636921e-02 6.900000e-01 4.250000e+00
1.611359e-01 1.139403e-01 6.900000e-01 4.350000e+00
0.000000e+00 0.000000e+00 6.900000e-01 4.450000e+00
nan nan 6.900000e-01 4.550000e+00
nan nan 6.900000e-01 4.650000e+00
nan nan 6.900000e-01 4.750000e+00
nan nan 6.900000e-01 4.850000e+00
nan nan 6.900000e-01 4.950000e+00
nan nan 6.900000e-01 5.050000e+00
nan nan 6.900000e-01 5.150000e+00
nan nan 6.900000e-01 5.250000e+00
nan nan 6.900000e-01 5.350000e+00
nan nan 6.900000e-01 5.450000e+00
nan nan 6.900000e-01 5.550000e+00
nan nan 6.900000e-01 5.650000e+00
nan nan 6.900000e-01 5.750000e+00
nan nan 6.900000e-01 5.850000e+00
nan nan 6.900000e-01 5.950000e+00
nan nan 6.900000e-01 6.050000e+00
nan nan 6.900000e-01 6.150000e+00
nan nan 6.900000e-01 6.250000e+00
nan nan 6.900000e-01 6.350000e+00
nan nan 6.900000e-01 6.450000e+00
nan nan 6.900000e-01 6.550000e+00
nan nan 6.900000e-01 6.650000e+00
nan nan 6.900000e-01 6.750000e+00
nan nan 6.900000e-01 6.850000e+00
nan nan 6.900000e-01 6.950000e+00
2.766524e+01 8.641101e-01 7.500000e-01 5.000000e-02
9.073387e+00 4.935238e-01 7.500000e-01 1.500000e-01
1.817911e+00 2.264101e-01 7.500000e-01 2.500000e-01
8.384760e-01 1.459602e-01 7.500000e-01 3.500000e-01
5.112240e-01 1.115586e-01 7.500000e-01 4.500000e-01
4.177572e-01 9.846648e-02 7.500000e-01 5.500000e-01
2.195654e-01 8.217578e-02 7.500000e-01 6.500000e-01
1.683614e-01 7.295965e-02 7.500000e-01 7.500000e-01
6.153548e-02 6.147062e-02 7.500000e-01 8.500000e-01
6.057360e-02 6.038710e-02 7.500000e-01 9.500000e-01
1.406325e-01 6.024910e-02 7.500000e-01 1.050000e+00
2.019636e-02 4.481050e-02 7.500000e-01 1.150000e+00
-9.988274e-02 4.466898e-02 7.500000e-01 1.250000e+00
9.932841e-02 4.442113e-02 7.500000e-01 1.350000e+00
-1.973252e-02 4.424657e-02 7.500000e-01 1.450000e+00
1.973526e-02 1.973526e-02 7.500000e-01 1.550000e+00
3.907741e-02 2.763191e-02 7.500000e-01 1.650000e+00
7.797445e-02 3.898736e-02 7.500000e-01 1.750000e+00
7.731813e-02 6.114699e-02 7.500000e-01 1.850000e+00
1.152441e-01 5.426638e-02 7.500000e-01 1.950000e+00
3.806490e-02 5.367662e-02 7.500000e-01 2.050000e+00
1.499071e-01 6.499880e-02 7.500000e-01 2.150000e+00
-8.687472e-06 2.622217e-02 7.500000e-01 2.250000e+00
1.817443e-02 4.884153e-02 7.500000e-01 2.350000e+00
9.147408e-02 4.835685e-02 7.500000e-01 2.450000e+00
1.085798e-01 5.734288e-02 7.500000e-01 2.550000e+00
5.364905e-02 6.479772e-02 7.500000e-01 2.650000e+00
5.330361e-02 3.077488e-02 7.500000e-01 2.750000e+00
1.415323e-01 5.003942e-02 7.500000e-01 2.850000e+00
7.046338e-02 4.311321e-02 7.500000e-01 2.950000e+00
1.045971e-01 4.270183e-02 7.500000e-01 3.050000e+00
1.700635e-02 5.104770e-02 7.500000e-01 3.150000e+00
2.522518e-01 6.930591e-02 7.500000e-01 3.250000e+00
9.915772e-02 5.729314e-02 7.500000e-01 3.350000e+00
1.499154e-01 5.994719e-02 7.500000e-01 3.450000e+00
3.250695e-01 8.287025e-02 7.500000e-01 3.550000e+00
3.710239e-01 9.271704e-02 7.500000e-01 3.650000e+00
3.959029e-01 8.528788e-02 7.500000e-01 3.750000e+00
3.339814e-01 7.433010e-02 7.500000e-01 3.850000e+00
2.355611e-01 6.579160e-02 7.500000e-01 3.950000e+00
9.993767e-02 5.519077e-02 7.500000e-01 4.050000e+00
1.276735e-01 5.500938e-02 7.500000e-01 4.150000e+00
1.691843e-01 7.572320e-02 7.500000e-01 4.250000e+00
2.392937e-01 1.031796e-01 7.500000e-01 4.350000e+00
-1.308195e-01 1.302934e-01 7.500000e-01 4.450000e+00
0.000000e+00 0.000000e+00 7.500000e-01 4.550000e+00
nan nan 7.500000e-01 4.650000e+00
nan nan 7.500000e-01 4.750000e+00
nan nan 7.500000e-01 4.850000e+00
nan nan 7.500000e-01 4.950000e+00
nan nan 7.500000e-01 5.050000e+00
nan nan 7.500000e-01 5.150000e+00
nan nan 7.500000e-01 5.250000e+00
nan nan 7.500000e-01 5.350000e+00
nan nan 7.500000e-01 5.450000e+00
nan nan 7.500000e-01 5.550000e+00
nan nan 7.500000e-01 5.650000e+00
nan nan 7.500000e-01 5.750000e+00
nan nan 7.500000e-01 5.850000e+00
nan nan 7.500000e-01 5.950000e+00
nan nan 7.500000e-01 6.050000e+00
nan nan 7.500000e-01 6.150000e+00
nan nan 7.500000e-01 6.250000e+00
nan nan 7.500000e-01 6.350000e+00
nan nan 7.500000e-01 6.450000e+00
nan nan 7.500000e-01 6.550000e+00
nan nan 7.500000e-01 6.650000e+00
nan nan 7.500000e-01 6.750000e+00
nan nan 7.500000e-01 6.850000e+00
nan nan 7.500000e-01 6.950000e+00
3.312311e+01 9.549766e-01 8.100000e-01 5.000000e-02
7.620667e+00 4.603468e-01 8.100000e-01 1.500000e-01
1.735176e+00 2.287814e-01 8.100000e-01 2.500000e-01
5.767486e-01 1.373334e-01 8.100000e-01 3.500000e-01
2.653639e-01 9.189097e-02 8.100000e-01 4.500000e-01
2.327650e-01 9.326399e-02 8.100000e-01 5.500000e-01
1.474699e-01 6.020445e-02 8.100000e-01 6.500000e-01
1.635478e-01 7.011219e-02 8.100000e-01 7.500000e-01
1.545023e-01 7.321292e-02 8.100000e-01 8.500000e-01
1.926300e-01 7.094161e-02 8.100000e-01 9.500000e-01
1.040593e-01 5.506348e-02 8.100000e-01 1.050000e+00
8.235882e-02 5.825621e-02 8.100000e-01 1.150000e+00
6.152028e-02 4.585774e-02 8.100000e-01 1.250000e+00
1.228275e-01 5.014421e-02 8.100000e-01 1.350000e+00
-2.048097e-02 5.396375e-02 8.100000e-01 1.450000e+00
-4.034782e-02 4.045763e-02 8.100000e-01 1.550000e+00
8.075049e-02 4.939825e-02 8.100000e-01 1.650000e+00
2.001899e-02 3.476878e-02 8.100000e-01 1.750000e+00
7.942487e-02 3.971250e-02 8.100000e-01 1.850000e+00
5.918659e-02 3.417149e-02 8.100000e-01 1.950000e+00
3.920063e-02 4.796983e-02 8.100000e-01 2.050000e+00
1.355964e-01 6.418830e-02 8.100000e-01 2.150000e+00
5.745462e-02 5.061136e-02 8.100000e-01 2.250000e+00
-1.881204e-02 4.987837e-02 8.100000e-01 2.350000e+00
3.715938e-02 4.580464e-02 8.100000e-01 2.450000e+00
1.843547e-02 4.135369e-02 8.100000e-01 2.550000e+00
1.100492e-01 5.188376e-02 8.100000e-01 2.650000e+00
-4.751221e-05 2.562133e-02 8.100000e-01 2.750000e+00
7.173985e-02 4.395516e-02 8.100000e-01 2.850000e+00
1.787181e-02 3.996937e-02 8.100000e-01 2.950000e+00
7.063956e-02 3.531985e-02 8.100000e-01 3.050000e+00
1.389498e-01 5.497510e-02 8.100000e-01 3.150000e+00
1.031154e-01 5.431845e-02 8.100000e-01 3.250000e+00
1.699480e-01 5.884626e-02 8.100000e-01 3.350000e+00
3.016487e-01 7.498446e-02 8.100000e-01 3.450000e+00
3.785927e-01 8.227861e-02 8.100000e-01 3.550000e+00
3.444087e-01 8.529159e-02 8.100000e-01 3.650000e+00
2.112080e-01 7.076628e-02 8.100000e-01 3.750000e+00
3.151940e-01 8.038107e-02 8.100000e-01 3.850000e+00
1.060318e-01 5.028278e-02 8.100000e-01 3.950000e+00
1.320714e-01 5.684196e-02 8.100000e-01 4.050000e+00
1.131203e-01 5.294547e-02 8.100000e-01 4.150000e+00
6.887192e-02 4.135240e-02 8.100000e-01 4.250000e+00
1.255526e-01 5.878410e-02 8.100000e-01 4.350000e+00
1.192842e-01 7.938821e-02 8.100000e-01 4.450000e+00
1.092209e-01 1.092732e-01 8.100000e-01 4.550000e+00
0.000000e+00 0.000000e+00 8.100000e-01 4.650000e+00
nan nan 8.100000e-01 4.750000e+00
nan nan 8.100000e-01 4.850000e+00
nan nan 8.100000e-01 4.950000e+00
nan nan 8.100000e-01 5.050000e+00
nan nan 8.100000e-01 5.150000e+00
nan nan 8.100000e-01 5.250000e+00
nan nan 8.100000e-01 5.350000e+00
nan nan 8.100000e-01 5.450000e+00
nan nan 8.100000e-01 5.550000e+00
nan nan 8.100000e-01 5.650000e+00
nan nan 8.100000e-01 5.750000e+00
nan nan 8.100000e-01 5.850000e+00
nan nan 8.100000e-01 5.950000e+00
nan nan 8.100000e-01 6.050000e+00
nan nan 8.100000e-01 6.150000e+00
nan nan 8.100000e-01 6.250000e+00
nan nan 8.100000e-01 6.350000e+00
nan nan 8.100000e-01 6.450000e+00
nan nan 8.100000e-01 6.550000e+00
nan nan 8.100000e-01 6.650000e+00
nan nan 8.100000e-01 6.750000e+00
nan nan 8.100000e-01 6.850000e+00
nan nan 8.100000e-01 6.950000e+00
3.311626e+01 9.648566e-01 8.700000e-01 5.000000e-02
9.491184e+00 5.193354e-01 8.700000e-01 1.500000e-01
2.266125e+00 2.596289e-01 8.700000e-01 2.500000e-01
6.519799e-01 1.417304e-01 8.700000e-01 3.500000e-01
3.132687e-01 1.103300e-01 8.700000e-01 4.500000e-01
1.947324e-01 1.002691e-01 8.700000e-01 5.500000e-01
1.902523e-01 7.190868e-02 8.700000e-01 6.500000e-01
1.049362e-01 5.246821e-02 8.700000e-01 7.500000e-01
-2.452936e-02 6.560429e-02 8.700000e-01 8.500000e-01
1.878943e-01 8.791064e-02 8.700000e-01 9.500000e-01
4.478236e-02 5.474413e-02 8.700000e-01 1.050000e+00
1.731461e-01 6.847345e-02 8.700000e-01 1.150000e+00
1.270099e-01 5.986868e-02 8.700000e-01 1.250000e+00
1.266207e-01 5.963383e-02 8.700000e-01 1.350000e+00
4.203307e-02 4.199262e-02 8.700000e-01 1.450000e+00
1.043530e-01 6.268000e-02 8.700000e-01 1.550000e+00
4.153198e-02 2.936770e-02 8.700000e-01 1.650000e+00
8.248985e-02 4.124499e-02 8.700000e-01 1.750000e+00
4.090081e-02 5.026772e-02 8.700000e-01 1.850000e+00
5.793051e-05 2.883088e-02 8.700000e-01 1.950000e+00
4.036285e-02 4.025202e-02 8.700000e-01 2.050000e+00
1.311203e-04 3.998432e-02 8.700000e-01 2.150000e+00
5.908251e-02 7.126954e-02 8.700000e-01 2.250000e+00
-3.921899e-02 7.807642e-02 8.700000e-01 2.350000e+00
3.826079e-02 6.672473e-02 8.700000e-01 2.450000e+00
3.812347e-02 3.799113e-02 8.700000e-01 2.550000e+00
5.616197e-02 4.186007e-02 8.700000e-01 2.650000e+00
1.111336e-01 5.864409e-02 8.700000e-01 2.750000e+00
1.843809e-02 4.098475e-02 8.700000e-01 2.850000e+00
9.087970e-02 6.030686e-02 8.700000e-01 2.950000e+00
5.384155e-02 4.742666e-02 8.700000e-01 3.050000e+00
3.522235e-02 6.136534e-02 8.700000e-01 3.150000e+00
